Question,Structure,Réponses,Occurrences,Nombre de réponses,Effectifs par structure,Pourcentage,Edition
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Total,"SQ006. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une obligation d’hébergement souverain (français ou européen)",106,297,297,36,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Total,"SQ007. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Des clauses de sécurité dans les contrats informatiques",143,297,297,48,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Total,"SQ008. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Des clauses de sécurité pour les délégations de service public",75,297,297,25,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Total,"SQ009. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une coopération avec l’Agence nationale de la sécurité des systèmes d’information (ANSSI) ou avec un cyber campus régional",108,297,297,36,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Total,Sans réponse,57,297,297,19,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Total,Sans réponse,0,297,297,0,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Total hors communes < 3500 habitants,"SQ002. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une formation pour les agents et les élus ",100,216,216,46,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Total hors communes < 3500 habitants,"SQ003. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [La désignation d’un responsable de sécurité informatique (RSSI ou autre)",125,216,216,58,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Total hors communes < 3500 habitants,"SQ004. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une stratégie de sécurité informatique",161,216,216,75,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Total hors communes < 3500 habitants,"SQ005. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Un processus de certification (ISO 27001)",16,216,216,7,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Total hors communes < 3500 habitants,"SQ006. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une obligation d’hébergement souverain (français ou européen)",91,216,216,42,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Total hors communes < 3500 habitants,"SQ007. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Des clauses de sécurité dans les contrats informatiques",124,216,216,57,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Total hors communes < 3500 habitants,"SQ008. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Des clauses de sécurité pour les délégations de service public",62,216,216,29,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Total hors communes < 3500 habitants,"SQ009. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une coopération avec l’Agence nationale de la sécurité des systèmes d’information (ANSSI) ou avec un cyber campus régional",101,216,216,47,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Total hors communes < 3500 habitants,Sans réponse,54,432,216,25,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Un EPCI,"SQ002. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une formation pour les agents et les élus ",44,83,83,53,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Un EPCI,"SQ003. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [La désignation d’un responsable de sécurité informatique (RSSI ou autre)",48,83,83,58,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Un EPCI,"SQ004. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une stratégie de sécurité informatique",63,83,83,76,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Un EPCI,"SQ005. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Un processus de certification (ISO 27001)",5,83,83,6,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Un EPCI,"SQ006. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une obligation d’hébergement souverain (français ou européen)",36,83,83,43,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Un EPCI,"SQ007. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Des clauses de sécurité dans les contrats informatiques",55,83,83,66,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Un EPCI,"SQ008. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Des clauses de sécurité pour les délégations de service public",32,83,83,39,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Un EPCI,"SQ009. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une coopération avec l’Agence nationale de la sécurité des systèmes d’information (ANSSI) ou avec un cyber campus régional",47,83,83,57,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Un EPCI,Sans réponse,20,83,83,24,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Un EPCI,Sans réponse,0,83,83,0,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Un département,"SQ002. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une formation pour les agents et les élus ",6,29,29,21,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Un département,"SQ003. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [La désignation d’un responsable de sécurité informatique (RSSI ou autre)",22,29,29,76,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Un département,"SQ004. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une stratégie de sécurité informatique",22,29,29,76,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Un département,"SQ005. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Un processus de certification (ISO 27001)",1,29,29,3,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Un département,"SQ006. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une obligation d’hébergement souverain (français ou européen)",5,29,29,17,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Un département,"SQ007. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Des clauses de sécurité dans les contrats informatiques",16,29,29,55,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Un département,"SQ008. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Des clauses de sécurité pour les délégations de service public",5,29,29,17,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Un département,"SQ009. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une coopération avec l’Agence nationale de la sécurité des systèmes d’information (ANSSI) ou avec un cyber campus régional",16,29,29,55,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Un département,Sans réponse,8,29,29,28,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Un département,Sans réponse,0,29,29,0,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Une commune,"SQ002. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une formation pour les agents et les élus ",49,140,140,35,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Une commune,"SQ003. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [La désignation d’un responsable de sécurité informatique (RSSI ou autre)",41,140,140,29,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Une commune,"SQ004. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une stratégie de sécurité informatique",68,140,140,49,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Une commune,"SQ005. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Un processus de certification (ISO 27001)",6,140,140,4,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Une commune,"SQ006. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une obligation d’hébergement souverain (français ou européen)",48,140,140,34,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Une commune,"SQ007. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Des clauses de sécurité dans les contrats informatiques",47,140,140,34,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Une commune,"SQ008. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Des clauses de sécurité pour les délégations de service public",30,140,140,21,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Une commune,"SQ009. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une coopération avec l’Agence nationale de la sécurité des systèmes d’information (ANSSI) ou avec un cyber campus régional",27,140,140,19,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Une commune,Sans réponse,20,140,140,14,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Une commune,Sans réponse,0,140,140,0,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Une région,"SQ002. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une formation pour les agents et les élus ",11,14,14,79,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Une région,"SQ003. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [La désignation d’un responsable de sécurité informatique (RSSI ou autre)",11,14,14,79,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Une région,"SQ004. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une stratégie de sécurité informatique",10,14,14,71,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Une région,"SQ005. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Un processus de certification (ISO 27001)",3,14,14,21,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Une région,"SQ006. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une obligation d’hébergement souverain (français ou européen)",6,14,14,43,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Une région,"SQ007. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Des clauses de sécurité dans les contrats informatiques",11,14,14,79,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Une région,"SQ008. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Des clauses de sécurité pour les délégations de service public",3,14,14,21,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Une région,"SQ009. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  [Une coopération avec l’Agence nationale de la sécurité des systèmes d’information (ANSSI) ou avec un cyber campus régional",9,14,14,64,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Une région,Sans réponse,5,14,14,36,2022
"G09Q00004SQ002]. Parmi les mesures suivantes qui visent à réduire le risque de cybersécurité, est-ce que votre collectivité a mis en place :  ",Une région,Sans réponse,0,14,14,0,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Autre,"AO02. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Le manque de compétences",16,31,31,52,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Autre,"AO03. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Les difficultés de recrutement",2,31,31,6,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Autre,"AO04. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Le manque de moyens financiers",10,31,31,32,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Autre,"AO05. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Le manque de temps",16,31,31,52,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Autre,Sans réponse,0,31,31,0,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Entre 10 000 et 100 000 habitants,"AO02. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Le manque de compétences",12,35,35,34,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Entre 10 000 et 100 000 habitants,"AO03. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Les difficultés de recrutement",8,35,35,23,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Entre 10 000 et 100 000 habitants,"AO04. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Le manque de moyens financiers",13,35,35,37,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Entre 10 000 et 100 000 habitants,"AO05. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Le manque de temps",12,35,35,34,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Entre 10 000 et 100 000 habitants,Sans réponse,0,35,35,0,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Entre 3 500 et 10 000 habitants,"AO02. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Le manque de compétences",10,17,17,59,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Entre 3 500 et 10 000 habitants,"AO03. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Les difficultés de recrutement",2,17,17,12,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Entre 3 500 et 10 000 habitants,"AO04. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Le manque de moyens financiers",11,17,17,65,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Entre 3 500 et 10 000 habitants,"AO05. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Le manque de temps",6,17,17,35,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Entre 3 500 et 10 000 habitants,Sans réponse,0,17,17,0,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Moins de 3 500 habitants,"AO02. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Le manque de compétences",49,81,81,60,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Moins de 3 500 habitants,"AO03. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Les difficultés de recrutement",3,81,81,4,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Moins de 3 500 habitants,"AO04. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Le manque de moyens financiers",45,81,81,56,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Moins de 3 500 habitants,"AO05. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Le manque de temps",44,81,81,54,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Moins de 3 500 habitants,Sans réponse,0,81,81,0,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Plus de 100 000 habitants,"AO02. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Le manque de compétences",3,7,7,43,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Plus de 100 000 habitants,"AO03. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Les difficultés de recrutement",4,7,7,57,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Plus de 100 000 habitants,"AO04. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Le manque de moyens financiers",2,7,7,29,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Plus de 100 000 habitants,"AO05. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Le manque de temps",4,7,7,57,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Plus de 100 000 habitants,Sans réponse,0,7,7,0,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Total,"AO02. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Le manque de compétences",134,297,297,45,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Total,"AO03. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Les difficultés de recrutement",54,297,297,18,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Total,"AO04. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Le manque de moyens financiers",127,297,297,43,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Total,"AO05. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Le manque de temps",141,297,297,47,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Total,Sans réponse,0,297,297,0,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Total hors communes < 3500 habitants,"AO02. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Le manque de compétences",85,216,216,39,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Total hors communes < 3500 habitants,"AO03. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Les difficultés de recrutement",51,216,216,24,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Total hors communes < 3500 habitants,"AO04. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Le manque de moyens financiers",82,216,216,38,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Total hors communes < 3500 habitants,"AO05. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Le manque de temps",97,216,216,45,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Total hors communes < 3500 habitants,Sans réponse,0,216,216,0,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Un EPCI,"AO02. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Le manque de compétences",33,83,83,40,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Un EPCI,"AO03. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Les difficultés de recrutement",25,83,83,30,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Un EPCI,"AO04. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Le manque de moyens financiers",35,83,83,42,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Un EPCI,"AO05. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Le manque de temps",40,83,83,48,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Un EPCI,Sans réponse,0,83,83,0,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Un département,"AO02. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Le manque de compétences",8,29,29,28,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Un département,"AO03. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Les difficultés de recrutement",5,29,29,17,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Un département,"AO04. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Le manque de moyens financiers",9,29,29,31,2022
