Question,Structure,Réponses,Occurrences,Nombre de réponses,Effectifs par structure,Pourcentage
L’interopérabilité est-elle un critère entrant en compte dans le choix des solutions de votre structure ?,Une région,La structure choisit des solutions privilégiant une sémantique et des schémas de données standards,1,8,10,10
L’interopérabilité est-elle un critère entrant en compte dans le choix des solutions de votre structure ?,Une région,Je ne sais pas,2,8,10,20
L’interopérabilité est-elle un critère entrant en compte dans le choix des solutions de votre structure ?,Une région,Sans réponse,2,8,10,20
L’interopérabilité est-elle un critère entrant en compte dans le choix des solutions de votre structure ?,Une région,La structure choisit le logiciel qui propose des interfaces d’échange automatisé des données respectant des formats ouverts et standardisés,4,8,10,40
L’interopérabilité est-elle un critère entrant en compte dans le choix des solutions de votre structure ?,Autre,"La structure choisit des solutions qui proposent des interfaces d’échange automatisé des données, en respectant des formats ouverts et standardisés",15,68,75,20
L’interopérabilité est-elle un critère entrant en compte dans le choix des solutions de votre structure ?,Autre,La structure choisit des solutions privilégiant une sémantique et des schémas de données standards,16,68,75,21
L’interopérabilité est-elle un critère entrant en compte dans le choix des solutions de votre structure ?,Autre,Je ne sais pas,24,68,75,32
L’interopérabilité est-elle un critère entrant en compte dans le choix des solutions de votre structure ?,Autre,Sans réponse,7,68,75,9
L’interopérabilité est-elle un critère entrant en compte dans le choix des solutions de votre structure ?,Autre,La structure choisit le logiciel qui propose des interfaces d’échange automatisé des données respectant des formats ouverts et standardisés,13,68,75,17
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Total,Non,119,184,191,62
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Total,Je ne sais pas,24,184,191,13
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Total,Oui,41,184,191,21
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Total,Sans réponse,7,184,191,4
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Une commune,Non,22,30,30,73
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Une commune,Oui,7,30,30,23
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Une commune,Je ne sais pas,1,30,30,3
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Une commune,Sans réponse,0,30,30,0
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Communes de moins de 3 500 hab.,Non,9,9,9,100
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Communes de moins de 3 500 hab.,Je ne sais pas,0,9,9,0
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Communes de moins de 3 500 hab.,Oui,0,9,9,0
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Communes de moins de 3 500 hab.,Sans réponse,0,9,9,0
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Communes de 3 500 à 10 000 hab.,Non,4,6,6,67
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Communes de 3 500 à 10 000 hab.,Je ne sais pas,0,6,6,0
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Communes de 3 500 à 10 000 hab.,Oui,2,6,6,33
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Communes de 3 500 à 10 000 hab.,Sans réponse,0,6,6,0
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Communes de 10 000 à 100 000 hab.,Non,6,10,10,60
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Communes de 10 000 à 100 000 hab.,Je ne sais pas,1,10,10,10
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Communes de 10 000 à 100 000 hab.,Oui,3,10,10,30
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Communes de 10 000 à 100 000 hab.,Sans réponse,0,10,10,0
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Communes de plus de 100 000 hab.,Non,3,5,5,60
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Communes de plus de 100 000 hab.,Je ne sais pas,0,5,5,0
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Communes de plus de 100 000 hab.,Oui,2,5,5,40
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Communes de plus de 100 000 hab.,Sans réponse,0,5,5,0
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Une métropole,Non,12,17,18,67
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Une métropole,Je ne sais pas,1,17,18,6
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Une métropole,Oui,4,17,18,22
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Une métropole,Sans réponse,1,17,18,6
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Un EPCI (hors métropole),Non,18,33,33,55
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Un EPCI (hors métropole),Je ne sais pas,8,33,33,24
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Un EPCI (hors métropole),Oui,7,33,33,21
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Un EPCI (hors métropole),Sans réponse,0,33,33,0
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Un département,Non,16,23,25,64
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Un département,Je ne sais pas,1,23,25,4
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Un département,Oui,6,23,25,24
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Un département,Sans réponse,2,23,25,8
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Une région,Non,6,10,10,60
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Une région,Je ne sais pas,2,10,10,20
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Une région,Oui,2,10,10,20
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Une région,Sans réponse,0,10,10,0
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Autre,Non,45,71,75,60
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Autre,Je ne sais pas,11,71,75,15
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Autre,Oui,15,71,75,20
Votre structure a-t-elle déjà dû faire face à une cyberattaque importante ?,Autre,Sans réponse,4,71,75,5
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Total,Oui,100,177,191,52
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Total,"Non, et ce n’est pas prévu dans les 12 prochains mois",21,177,191,11
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Total,"Non, mais c’est prévu dans les 12 prochains mois",24,177,191,13
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Total,Sans réponse,14,177,191,7
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Total,Je ne sais pas,32,177,191,17
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Une commune,"Non, et ce n’est pas prévu dans les 12 prochains mois",9,29,29,30
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Une commune,Sans réponse,1,29,29,3
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Une commune,Oui,8,29,29,27
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Une commune,Je ne sais pas,6,29,29,20
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Une commune,"Non, mais c’est prévu dans les 12 prochains mois",6,29,29,20
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Communes de moins de 3 500 hab.,Oui,2,9,9,22
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Communes de moins de 3 500 hab.,"Non, et ce n’est pas prévu dans les 12 prochains mois",3,9,9,33
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Communes de moins de 3 500 hab.,"Non, mais c’est prévu dans les 12 prochains mois",1,9,9,11
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Communes de moins de 3 500 hab.,Sans réponse,0,9,9,0
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Communes de moins de 3 500 hab.,Je ne sais pas,3,9,9,33
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Communes de 3 500 à 10 000 hab.,Oui,0,6,6,0
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Communes de 3 500 à 10 000 hab.,"Non, et ce n’est pas prévu dans les 12 prochains mois",3,6,6,50
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Communes de 3 500 à 10 000 hab.,"Non, mais c’est prévu dans les 12 prochains mois",3,6,6,50
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Communes de 3 500 à 10 000 hab.,Sans réponse,0,6,6,0
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Communes de 3 500 à 10 000 hab.,Je ne sais pas,0,6,6,0
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Communes de 10 000 à 100 000 hab.,Oui,4,9,10,40
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Communes de 10 000 à 100 000 hab.,"Non, et ce n’est pas prévu dans les 12 prochains mois",2,9,10,20
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Communes de 10 000 à 100 000 hab.,"Non, mais c’est prévu dans les 12 prochains mois",1,9,10,10
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Communes de 10 000 à 100 000 hab.,Sans réponse,1,9,10,10
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Communes de 10 000 à 100 000 hab.,Je ne sais pas,2,9,10,20
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Communes de plus de 100 000 hab.,Oui,2,5,5,40
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Communes de plus de 100 000 hab.,"Non, et ce n’est pas prévu dans les 12 prochains mois",1,5,5,20
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Communes de plus de 100 000 hab.,"Non, mais c’est prévu dans les 12 prochains mois",1,5,5,20
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Communes de plus de 100 000 hab.,Sans réponse,0,5,5,0
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Communes de plus de 100 000 hab.,Je ne sais pas,1,5,5,20
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Une métropole,Oui,15,18,18,83
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Une métropole,"Non, et ce n’est pas prévu dans les 12 prochains mois",0,18,18,0
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Une métropole,"Non, mais c’est prévu dans les 12 prochains mois",3,18,18,17
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Une métropole,Sans réponse,0,18,18,0
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Une métropole,Je ne sais pas,0,18,18,0
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Un EPCI (hors métropole),Oui,23,33,33,70
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Un EPCI (hors métropole),"Non, et ce n’est pas prévu dans les 12 prochains mois",2,33,33,6
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Un EPCI (hors métropole),"Non, mais c’est prévu dans les 12 prochains mois",3,33,33,9
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Un EPCI (hors métropole),Sans réponse,0,33,33,0
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Un EPCI (hors métropole),Je ne sais pas,5,33,33,15
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Un département,Oui,18,23,25,72
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Un département,"Non, et ce n’est pas prévu dans les 12 prochains mois",2,23,25,8
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Un département,"Non, mais c’est prévu dans les 12 prochains mois",1,23,25,4
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Un département,Sans réponse,2,23,25,8
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Un département,Je ne sais pas,2,23,25,8
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Une région,Oui,6,10,10,60
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Une région,"Non, et ce n’est pas prévu dans les 12 prochains mois",0,10,10,0
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Une région,"Non, mais c’est prévu dans les 12 prochains mois",4,10,10,40
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Une région,Sans réponse,0,10,10,0
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Une région,Je ne sais pas,0,10,10,0
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Autre,Oui,30,64,75,40
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Autre,"Non, et ce n’est pas prévu dans les 12 prochains mois",8,64,75,11
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Autre,"Non, mais c’est prévu dans les 12 prochains mois",7,64,75,9
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Autre,Sans réponse,11,64,75,15
"De manière générale, avez-vous mis en place des clauses juridiques sur la gestion des données dans les contrats de délégation et dans les marchés publics ?",Autre,Je ne sais pas,19,64,75,25
Pensez-vous que votre structure est exposée à des attaques cyber ?,Total,"Oui, de temps en temps",53,188,191,28
Pensez-vous que votre structure est exposée à des attaques cyber ?,Total,"Non, probablement pas",11,188,191,6
Pensez-vous que votre structure est exposée à des attaques cyber ?,Total,"Oui, de façon continue",71,188,191,37
Pensez-vous que votre structure est exposée à des attaques cyber ?,Total,"Oui, de façon fréquente",40,188,191,21
Pensez-vous que votre structure est exposée à des attaques cyber ?,Total,Je ne sais pas,13,188,191,7
Pensez-vous que votre structure est exposée à des attaques cyber ?,Total,Sans réponse,3,188,191,2
Pensez-vous que votre structure est exposée à des attaques cyber ?,Une commune,"Oui, de temps en temps",9,30,30,30
Pensez-vous que votre structure est exposée à des attaques cyber ?,Une commune,"Non, probablement pas",3,30,30,10
Pensez-vous que votre structure est exposée à des attaques cyber ?,Une commune,"Oui, de façon continue",10,30,30,33
Pensez-vous que votre structure est exposée à des attaques cyber ?,Une commune,Je ne sais pas,1,30,30,3
Pensez-vous que votre structure est exposée à des attaques cyber ?,Une commune,"Oui, de façon fréquente",7,30,30,23
Pensez-vous que votre structure est exposée à des attaques cyber ?,Une commune,Sans réponse,0,30,30,0
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de moins de 3 500 hab.,"Oui, de temps en temps",1,9,9,11
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de moins de 3 500 hab.,"Non, probablement pas",3,9,9,33
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de moins de 3 500 hab.,"Oui, de façon continue",1,9,9,11
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de moins de 3 500 hab.,"Oui, de façon fréquente",3,9,9,33
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de moins de 3 500 hab.,Je ne sais pas,1,9,9,11
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de moins de 3 500 hab.,Sans réponse,0,9,9,0
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de 3 500 à 10 000 hab.,"Oui, de temps en temps",3,6,6,50
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de 3 500 à 10 000 hab.,"Non, probablement pas",0,6,6,0
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de 3 500 à 10 000 hab.,"Oui, de façon continue",2,6,6,33
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de 3 500 à 10 000 hab.,"Oui, de façon fréquente",1,6,6,17
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de 3 500 à 10 000 hab.,Je ne sais pas,0,6,6,0
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de 3 500 à 10 000 hab.,Sans réponse,0,6,6,0
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de 10 000 à 100 000 hab.,"Oui, de temps en temps",5,10,10,50
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de 10 000 à 100 000 hab.,"Non, probablement pas",0,10,10,0
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de 10 000 à 100 000 hab.,"Oui, de façon continue",3,10,10,30
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de 10 000 à 100 000 hab.,"Oui, de façon fréquente",2,10,10,20
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de 10 000 à 100 000 hab.,Je ne sais pas,0,10,10,0
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de 10 000 à 100 000 hab.,Sans réponse,0,10,10,0
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de plus de 100 000 hab.,"Oui, de temps en temps",0,5,5,0
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de plus de 100 000 hab.,"Non, probablement pas",0,5,5,0
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de plus de 100 000 hab.,"Oui, de façon continue",4,5,5,80
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de plus de 100 000 hab.,"Oui, de façon fréquente",1,5,5,20
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de plus de 100 000 hab.,Je ne sais pas,0,5,5,0
Pensez-vous que votre structure est exposée à des attaques cyber ?,Communes de plus de 100 000 hab.,Sans réponse,0,5,5,0
Pensez-vous que votre structure est exposée à des attaques cyber ?,Une métropole,"Oui, de temps en temps",2,18,18,11
Pensez-vous que votre structure est exposée à des attaques cyber ?,Une métropole,"Non, probablement pas",0,18,18,0
Pensez-vous que votre structure est exposée à des attaques cyber ?,Une métropole,"Oui, de façon continue",12,18,18,67
Pensez-vous que votre structure est exposée à des attaques cyber ?,Une métropole,"Oui, de façon fréquente",4,18,18,22
Pensez-vous que votre structure est exposée à des attaques cyber ?,Une métropole,Je ne sais pas,0,18,18,0
Pensez-vous que votre structure est exposée à des attaques cyber ?,Une métropole,Sans réponse,0,18,18,0
Pensez-vous que votre structure est exposée à des attaques cyber ?,Un EPCI (hors métropole),"Oui, de temps en temps",9,33,33,27
Pensez-vous que votre structure est exposée à des attaques cyber ?,Un EPCI (hors métropole),"Non, probablement pas",1,33,33,3
Pensez-vous que votre structure est exposée à des attaques cyber ?,Un EPCI (hors métropole),"Oui, de façon continue",10,33,33,30
Pensez-vous que votre structure est exposée à des attaques cyber ?,Un EPCI (hors métropole),"Oui, de façon fréquente",8,33,33,24
Pensez-vous que votre structure est exposée à des attaques cyber ?,Un EPCI (hors métropole),Je ne sais pas,5,33,33,15
Pensez-vous que votre structure est exposée à des attaques cyber ?,Un EPCI (hors métropole),Sans réponse,0,33,33,0
Pensez-vous que votre structure est exposée à des attaques cyber ?,Un département,"Oui, de temps en temps",4,24,25,16
Pensez-vous que votre structure est exposée à des attaques cyber ?,Un département,"Non, probablement pas",0,24,25,0
Pensez-vous que votre structure est exposée à des attaques cyber ?,Un département,"Oui, de façon continue",8,24,25,32
Pensez-vous que votre structure est exposée à des attaques cyber ?,Un département,"Oui, de façon fréquente",11,24,25,44
Pensez-vous que votre structure est exposée à des attaques cyber ?,Un département,Je ne sais pas,1,24,25,4
Pensez-vous que votre structure est exposée à des attaques cyber ?,Un département,Sans réponse,1,24,25,4
Pensez-vous que votre structure est exposée à des attaques cyber ?,Une région,"Oui, de temps en temps",1,10,10,10
Pensez-vous que votre structure est exposée à des attaques cyber ?,Une région,"Non, probablement pas",0,10,10,0
Pensez-vous que votre structure est exposée à des attaques cyber ?,Une région,"Oui, de façon continue",8,10,10,80
Pensez-vous que votre structure est exposée à des attaques cyber ?,Une région,"Oui, de façon fréquente",1,10,10,10
Pensez-vous que votre structure est exposée à des attaques cyber ?,Une région,Je ne sais pas,0,10,10,0
Pensez-vous que votre structure est exposée à des attaques cyber ?,Une région,Sans réponse,0,10,10,0
Pensez-vous que votre structure est exposée à des attaques cyber ?,Autre,"Oui, de temps en temps",28,73,75,37
Pensez-vous que votre structure est exposée à des attaques cyber ?,Autre,"Non, probablement pas",7,73,75,9
Pensez-vous que votre structure est exposée à des attaques cyber ?,Autre,"Oui, de façon continue",23,73,75,31
Pensez-vous que votre structure est exposée à des attaques cyber ?,Autre,"Oui, de façon fréquente",9,73,75,12
Pensez-vous que votre structure est exposée à des attaques cyber ?,Autre,Je ne sais pas,6,73,75,8
Pensez-vous que votre structure est exposée à des attaques cyber ?,Autre,Sans réponse,2,73,75,3
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Total,Le niveau est bon : une stratégie est en place avec un budget dédié,77,186,191,40
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Total,Le sujet n’est pas identifié,8,186,191,4
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Total,Le niveau est correct : le sujet est identifié et partagé par les agents (et les élus) de la structure,57,186,191,30
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Total,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,35,186,191,18
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Total,Je ne sais pas,9,186,191,5
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Total,Sans réponse,5,186,191,3
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Une commune,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,9,30,30,30
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Une commune,Le niveau est correct : le sujet est identifié et partagé par les agents (et les élus) de la structure,14,30,30,47
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Une commune,Je ne sais pas,1,30,30,3
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Une commune,Le niveau est bon : une stratégie est en place avec un budget dédié,6,30,30,20
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Une commune,Sans réponse,0,30,30,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de moins de 3 500 hab.,Le niveau est bon : une stratégie est en place avec un budget dédié,0,9,9,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de moins de 3 500 hab.,Le sujet n’est pas identifié,0,9,9,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de moins de 3 500 hab.,Le niveau est correct : le sujet est identifié et partagé par les agents (et les élus) de la structure,3,9,9,33
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de moins de 3 500 hab.,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,5,9,9,56
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de moins de 3 500 hab.,Je ne sais pas,1,9,9,11
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de moins de 3 500 hab.,Sans réponse,0,9,9,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de 3 500 à 10 000 hab.,Le niveau est bon : une stratégie est en place avec un budget dédié,2,6,6,33
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de 3 500 à 10 000 hab.,Le sujet n’est pas identifié,0,6,6,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de 3 500 à 10 000 hab.,Le niveau est correct : le sujet est identifié et partagé par les agents (et les élus) de la structure,2,6,6,33
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de 3 500 à 10 000 hab.,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,2,6,6,33
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de 3 500 à 10 000 hab.,Je ne sais pas,0,6,6,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de 3 500 à 10 000 hab.,Sans réponse,0,6,6,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de 10 000 à 100 000 hab.,Le niveau est bon : une stratégie est en place avec un budget dédié,1,10,10,10
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de 10 000 à 100 000 hab.,Le sujet n’est pas identifié,0,10,10,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de 10 000 à 100 000 hab.,Le niveau est correct : le sujet est identifié et partagé par les agents (et les élus) de la structure,8,10,10,80
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de 10 000 à 100 000 hab.,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,1,10,10,10
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de 10 000 à 100 000 hab.,Je ne sais pas,0,10,10,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de 10 000 à 100 000 hab.,Sans réponse,0,10,10,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de plus de 100 000 hab.,Le niveau est bon : une stratégie est en place avec un budget dédié,3,5,5,60
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de plus de 100 000 hab.,Le sujet n’est pas identifié,0,5,5,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de plus de 100 000 hab.,Le niveau est correct : le sujet est identifié et partagé par les agents (et les élus) de la structure,1,5,5,20
