Question,Structure,Réponses,Occurrences,Nombre de réponses,Effectifs par structure,Pourcentage
Cette stratégie aborde-t-elle les thématiques suivantes ?  ,Une région,Inclusion numérique,3,10,10,30
Cette stratégie aborde-t-elle les thématiques suivantes ?  ,Une région,Accessibilité numérique,5,10,10,50
Cette stratégie aborde-t-elle les thématiques suivantes ?  ,Une région,Éthique et respect des droits et libertés,4,10,10,40
Cette stratégie aborde-t-elle les thématiques suivantes ?  ,Une région,"Accompagnement au changement, formation, acculturation",5,10,10,50
Cette stratégie aborde-t-elle les thématiques suivantes ?  ,Une région,Sans réponse,0,10,10,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Autre,Le niveau est bon : une stratégie est en place avec un budget dédié,28,72,75,37
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Autre,Le sujet n’est pas identifié,7,72,75,9
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Autre,Le niveau est correct : le sujet est identifié et partagé par les agents (et les élus) de la structure,20,72,75,27
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Autre,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,13,72,75,17
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Autre,Je ne sais pas,4,72,75,5
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Autre,Sans réponse,3,72,75,4
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de 10 000 à 100 000 hab.,Le niveau est bon : une stratégie est en place avec un budget dédié,1,10,10,10
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de 10 000 à 100 000 hab.,Le sujet n’est pas identifié,0,10,10,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de 10 000 à 100 000 hab.,Le niveau est correct : le sujet est identifié et partagé par les agents (et les élus) de la structure,8,10,10,80
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de 10 000 à 100 000 hab.,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,1,10,10,10
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de 10 000 à 100 000 hab.,Je ne sais pas,0,10,10,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de 10 000 à 100 000 hab.,Sans réponse,0,10,10,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de 3 500 à 10 000 hab.,Le niveau est bon : une stratégie est en place avec un budget dédié,2,6,6,33
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de 3 500 à 10 000 hab.,Le sujet n’est pas identifié,0,6,6,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de 3 500 à 10 000 hab.,Le niveau est correct : le sujet est identifié et partagé par les agents (et les élus) de la structure,2,6,6,33
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de 3 500 à 10 000 hab.,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,2,6,6,33
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de 3 500 à 10 000 hab.,Je ne sais pas,0,6,6,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de 3 500 à 10 000 hab.,Sans réponse,0,6,6,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de moins de 3 500 hab.,Le niveau est bon : une stratégie est en place avec un budget dédié,0,9,9,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de moins de 3 500 hab.,Le sujet n’est pas identifié,0,9,9,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de moins de 3 500 hab.,Le niveau est correct : le sujet est identifié et partagé par les agents (et les élus) de la structure,3,9,9,33
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de moins de 3 500 hab.,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,5,9,9,56
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de moins de 3 500 hab.,Je ne sais pas,1,9,9,11
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de moins de 3 500 hab.,Sans réponse,0,9,9,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de plus de 100 000 hab.,Le niveau est bon : une stratégie est en place avec un budget dédié,3,5,5,60
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de plus de 100 000 hab.,Le sujet n’est pas identifié,0,5,5,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de plus de 100 000 hab.,Le niveau est correct : le sujet est identifié et partagé par les agents (et les élus) de la structure,1,5,5,20
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de plus de 100 000 hab.,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,1,5,5,20
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de plus de 100 000 hab.,Je ne sais pas,0,5,5,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de plus de 100 000 hab.,Sans réponse,0,5,5,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Total,Le niveau est bon : une stratégie est en place avec un budget dédié,77,186,191,40
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Total,Le sujet n’est pas identifié,8,186,191,4
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Total,Le niveau est correct : le sujet est identifié et partagé par les agents (et les élus) de la structure,57,186,191,30
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Total,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,35,186,191,18
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Total,Je ne sais pas,9,186,191,5
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Total,Sans réponse,5,186,191,3
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Total hors communes < 3500 habitants,Le niveau est bon : une stratégie est en place avec un budget dédié,77,177,182,42
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Total hors communes < 3500 habitants,Le sujet n’est pas identifié,8,177,182,4
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Total hors communes < 3500 habitants,Le niveau est correct : le sujet est identifié et partagé par les agents (et les élus) de la structure,54,177,182,30
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Total hors communes < 3500 habitants,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,30,177,182,16
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Total hors communes < 3500 habitants,Je ne sais pas,8,177,182,4
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Total hors communes < 3500 habitants,Sans réponse,5,177,182,3
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Total pondéré,Je ne sais pas,,,,2
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Total pondéré,Le niveau est bon : une stratégie est en place avec un budget dédié,,,,31
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Total pondéré,Le niveau est correct : le sujet est identifié et partagé par les agents (et les élus) de la structure,,,,43
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Total pondéré,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,,,,22
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Total pondéré,Le sujet n’est pas identifié,,,,1
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Total pondéré,Sans réponse,,,,1
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Un EPCI (hors métropole),Le niveau est bon : une stratégie est en place avec un budget dédié,13,32,33,39
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Un EPCI (hors métropole),Le sujet n’est pas identifié,1,32,33,3
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Un EPCI (hors métropole),Le niveau est correct : le sujet est identifié et partagé par les agents (et les élus) de la structure,11,32,33,33
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Un EPCI (hors métropole),Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,4,32,33,12
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Un EPCI (hors métropole),Je ne sais pas,3,32,33,9
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Un EPCI (hors métropole),Sans réponse,1,32,33,3
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Un département,Le niveau est bon : une stratégie est en place avec un budget dédié,15,24,25,60
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Un département,Le sujet n’est pas identifié,0,24,25,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Un département,Le niveau est correct : le sujet est identifié et partagé par les agents (et les élus) de la structure,4,24,25,16
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Un département,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,5,24,25,20
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Un département,Je ne sais pas,0,24,25,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Un département,Sans réponse,1,24,25,4
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Une commune,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,9,30,30,30
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Une commune,Le niveau est correct : le sujet est identifié et partagé par les agents (et les élus) de la structure,14,30,30,47
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Une commune,Je ne sais pas,1,30,30,3
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Une commune,Le niveau est bon : une stratégie est en place avec un budget dédié,6,30,30,20
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Une commune,Sans réponse,0,30,30,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Une métropole,Le niveau est bon : une stratégie est en place avec un budget dédié,10,18,18,56
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Une métropole,Le sujet n’est pas identifié,0,18,18,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Une métropole,Le niveau est correct : le sujet est identifié et partagé par les agents (et les élus) de la structure,7,18,18,39
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Une métropole,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,1,18,18,6
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Une métropole,Je ne sais pas,0,18,18,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Une métropole,Sans réponse,0,18,18,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Une région,Le niveau est bon : une stratégie est en place avec un budget dédié,5,10,10,50
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Une région,Le sujet n’est pas identifié,0,10,10,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Une région,Le niveau est correct : le sujet est identifié et partagé par les agents (et les élus) de la structure,1,10,10,10
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Une région,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,3,10,10,30
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Une région,Je ne sais pas,1,10,10,10
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Une région,Sans réponse,0,10,10,0
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Autre,Le niveau est bon : le sujet est identifié et partagé par les cadres (et les élus) de la structure,19,72,75,25
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Autre,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,31,72,75,41
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Autre,Le niveau est correct : le sujet est identifié mais il n’est partagé que par quelques services pionniers,15,72,75,20
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Autre,Le sujet n’est pas identifié,7,72,75,9
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Autre,Sans réponse,3,72,75,4
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Communes de 10 000 à 100 000 hab.,Le niveau est bon : le sujet est identifié et partagé par les cadres (et les élus) de la structure,0,10,10,0
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Communes de 10 000 à 100 000 hab.,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,9,10,10,90
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Communes de 10 000 à 100 000 hab.,Le niveau est correct : le sujet est identifié mais il n’est partagé que par quelques services pionniers,1,10,10,10
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Communes de 10 000 à 100 000 hab.,Le sujet n’est pas identifié,0,10,10,0
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Communes de 10 000 à 100 000 hab.,Sans réponse,0,10,10,0
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Communes de 3 500 à 10 000 hab.,Le niveau est bon : le sujet est identifié et partagé par les cadres (et les élus) de la structure,0,6,6,0
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Communes de 3 500 à 10 000 hab.,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,5,6,6,83
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Communes de 3 500 à 10 000 hab.,Le niveau est correct : le sujet est identifié mais il n’est partagé que par quelques services pionniers,0,6,6,0
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Communes de 3 500 à 10 000 hab.,Le sujet n’est pas identifié,1,6,6,17
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Communes de 3 500 à 10 000 hab.,Sans réponse,0,6,6,0
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Communes de moins de 3 500 hab.,Le niveau est bon : le sujet est identifié et partagé par les cadres (et les élus) de la structure,0,8,9,0
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Communes de moins de 3 500 hab.,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,5,8,9,56
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Communes de moins de 3 500 hab.,Le niveau est correct : le sujet est identifié mais il n’est partagé que par quelques services pionniers,1,8,9,11
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Communes de moins de 3 500 hab.,Le sujet n’est pas identifié,2,8,9,22
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Communes de moins de 3 500 hab.,Sans réponse,1,8,9,11
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Communes de plus de 100 000 hab.,Le niveau est bon : le sujet est identifié et partagé par les cadres (et les élus) de la structure,0,5,5,0
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Communes de plus de 100 000 hab.,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,5,5,5,100
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Communes de plus de 100 000 hab.,Le niveau est correct : le sujet est identifié mais il n’est partagé que par quelques services pionniers,0,5,5,0
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Communes de plus de 100 000 hab.,Le sujet n’est pas identifié,0,5,5,0
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Communes de plus de 100 000 hab.,Sans réponse,0,5,5,0
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Total,Le niveau est bon : le sujet est identifié et partagé par les cadres (et les élus) de la structure,27,185,191,14
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Total,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,87,185,191,46
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Total,Le niveau est correct : le sujet est identifié mais il n’est partagé que par quelques services pionniers,58,185,191,30
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Total,Le sujet n’est pas identifié,13,185,191,7
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Total,Sans réponse,6,185,191,3
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Total hors communes < 3500 habitants,Le niveau est bon : le sujet est identifié et partagé par les cadres (et les élus) de la structure,27,177,182,15
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Total hors communes < 3500 habitants,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,82,177,182,45
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Total hors communes < 3500 habitants,Le niveau est correct : le sujet est identifié mais il n’est partagé que par quelques services pionniers,57,177,182,31
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Total hors communes < 3500 habitants,Le sujet n’est pas identifié,11,177,182,6
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Total hors communes < 3500 habitants,Sans réponse,5,177,182,3
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Total pondéré,Le niveau est bon : le sujet est identifié et partagé par les cadres (et les élus) de la structure,,,,4
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Total pondéré,Le niveau est correct : le sujet est identifié mais il n’est partagé que par quelques services pionniers,,,,17
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Total pondéré,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,,,,69
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Total pondéré,Le sujet n’est pas identifié,,,,10
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Total pondéré,Sans réponse,,,,1
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Un EPCI (hors métropole),Le niveau est bon : le sujet est identifié et partagé par les cadres (et les élus) de la structure,4,32,33,12
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Un EPCI (hors métropole),Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,10,32,33,30
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Un EPCI (hors métropole),Le niveau est correct : le sujet est identifié mais il n’est partagé que par quelques services pionniers,16,32,33,48
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Un EPCI (hors métropole),Le sujet n’est pas identifié,2,32,33,6
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Un EPCI (hors métropole),Sans réponse,1,32,33,3
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Un département,Le niveau est bon : le sujet est identifié et partagé par les cadres (et les élus) de la structure,2,24,25,8
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Un département,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,13,24,25,52
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Un département,Le niveau est correct : le sujet est identifié mais il n’est partagé que par quelques services pionniers,8,24,25,32
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Un département,Le sujet n’est pas identifié,1,24,25,4
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Un département,Sans réponse,1,24,25,4
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Une commune,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,24,29,30,80
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Une commune,Le sujet n’est pas identifié,3,29,30,10
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Une commune,Sans réponse,1,29,30,3
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Une commune,Le niveau est correct : le sujet est identifié mais il n’est partagé que par quelques services pionniers,2,29,30,7
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Une métropole,Le niveau est bon : le sujet est identifié et partagé par les cadres (et les élus) de la structure,2,18,18,11
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Une métropole,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,6,18,18,33
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Une métropole,Le niveau est correct : le sujet est identifié mais il n’est partagé que par quelques services pionniers,10,18,18,56
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Une métropole,Le sujet n’est pas identifié,0,18,18,0
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Une métropole,Sans réponse,0,18,18,0
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Une région,Le niveau est bon : le sujet est identifié et partagé par les cadres (et les élus) de la structure,0,10,10,0
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Une région,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,3,10,10,30
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Une région,Le niveau est correct : le sujet est identifié mais il n’est partagé que par quelques services pionniers,7,10,10,70
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Une région,Le sujet n’est pas identifié,0,10,10,0
Comment estimez-vous le niveau d’acculturation de votre structure aux enjeux des données ?,Une région,Sans réponse,0,10,10,0
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Autre,"Oui, tout à fait",31,73,75,41
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Autre,"Oui, partiellement",24,73,75,32
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Autre,"Non, pas encore",4,73,75,5
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Autre,Je ne sais pas,6,73,75,8
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Autre,"Non, pas complètement",8,73,75,11
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Autre,Sans réponse,2,73,75,3
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Communes de 10 000 à 100 000 hab.,"Oui, tout à fait",4,10,10,40
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Communes de 10 000 à 100 000 hab.,"Oui, partiellement",5,10,10,50
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Communes de 10 000 à 100 000 hab.,"Non, pas encore",0,10,10,0
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Communes de 10 000 à 100 000 hab.,Je ne sais pas,1,10,10,10
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Communes de 10 000 à 100 000 hab.,"Non, pas complètement",0,10,10,0
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Communes de 10 000 à 100 000 hab.,Sans réponse,0,10,10,0
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Communes de 3 500 à 10 000 hab.,"Oui, tout à fait",0,6,6,0
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Communes de 3 500 à 10 000 hab.,"Oui, partiellement",1,6,6,17
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Communes de 3 500 à 10 000 hab.,"Non, pas encore",2,6,6,33
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Communes de 3 500 à 10 000 hab.,Je ne sais pas,0,6,6,0
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Communes de 3 500 à 10 000 hab.,"Non, pas complètement",3,6,6,50
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Communes de 3 500 à 10 000 hab.,Sans réponse,0,6,6,0
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Communes de moins de 3 500 hab.,"Oui, tout à fait",1,9,9,11
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Communes de moins de 3 500 hab.,"Oui, partiellement",5,9,9,56
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Communes de moins de 3 500 hab.,"Non, pas encore",1,9,9,11
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Communes de moins de 3 500 hab.,Je ne sais pas,1,9,9,11
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Communes de moins de 3 500 hab.,"Non, pas complètement",1,9,9,11
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Communes de moins de 3 500 hab.,Sans réponse,0,9,9,0
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Communes de plus de 100 000 hab.,"Oui, tout à fait",3,5,5,60
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Communes de plus de 100 000 hab.,"Oui, partiellement",1,5,5,20
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Communes de plus de 100 000 hab.,"Non, pas encore",0,5,5,0
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Communes de plus de 100 000 hab.,Je ne sais pas,0,5,5,0
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Communes de plus de 100 000 hab.,"Non, pas complètement",1,5,5,20
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Communes de plus de 100 000 hab.,Sans réponse,0,5,5,0
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Total,"Oui, tout à fait",70,189,191,37
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Total,"Oui, partiellement",84,189,191,44
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Total,"Non, pas encore",8,189,191,4
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Total,Je ne sais pas,8,189,191,4
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Total,"Non, pas complètement",19,189,191,10
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Total,Sans réponse,2,189,191,1
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Total hors communes < 3500 habitants,"Oui, tout à fait",69,180,182,38
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Total hors communes < 3500 habitants,"Oui, partiellement",79,180,182,43
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Total hors communes < 3500 habitants,"Non, pas encore",7,180,182,4
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Total hors communes < 3500 habitants,Je ne sais pas,7,180,182,4
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Total hors communes < 3500 habitants,"Non, pas complètement",18,180,182,10
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Total hors communes < 3500 habitants,Sans réponse,2,180,182,1
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Total pondéré,Je ne sais pas,,,,2
Commençons par la protection de la vie privée. Considérez-vous que votre structure est en conformité avec le RGPD ?,Total pondéré,Sans réponse,,,,0
